cause,effect,custom_id
accidents,cold weather deaths,request-171-3-2
cold,weakened immune system,request-171-4-0
weakened immune system,illness,request-171-4-1
illness,cold weather deaths,request-171-4-2
cold,shivering,request-171-5-0
shivering,muscle fatigue,request-171-5-1
muscle fatigue,cold weather deaths,request-171-5-2
cold,constricted blood vessels,request-171-6-0
constricted blood vessels,heart strain,request-171-6-1
heart strain,cold weather deaths,request-171-6-2
cold,slowed metabolism,request-171-7-0
slowed metabolism,organ failure,request-171-7-1
organ failure,cold weather deaths,request-171-7-2
weakened immune system in the winter,increased susceptibility to infections,request-172-0-0
increased susceptibility to infections,severe illness,request-172-0-1
severe illness,complications,request-172-0-2
complications,death,request-172-0-3
weakened immune system in the winter,higher chance of viral infections,request-172-1-0
higher chance of viral infections,pneumonia,request-172-1-1
pneumonia,respiratory failure,request-172-1-2
respiratory failure,death,request-172-1-3
weakened immune system in the winter,delayed recovery from illnesses,request-172-2-0
delayed recovery from illnesses,chronic health issues,request-172-2-1
chronic health issues,multiple organ dysfunction,request-172-2-2
multiple organ dysfunction,death,request-172-2-3
weakened immune system in the winter,increased risk of secondary bacterial infections,request-172-3-0
increased risk of secondary bacterial infections,sepsis,request-172-3-1
sepsis,death,request-172-3-2
weakened immune system in the winter,higher incidence of influenza,request-172-4-0
higher incidence of influenza,severe flu complications,request-172-4-1
severe flu complications,respiratory distress,request-172-4-2
respiratory distress,death,request-172-4-3
weakened immune system in the winter,increased prevalence of cold viruses,request-172-5-0
increased prevalence of cold viruses,exacerbation of chronic diseases,request-172-5-1
exacerbation of chronic diseases,organ failure,request-172-5-2
organ failure,death,request-172-5-3
cold,hypothermia,request-173-0-0
hypothermia,organ failure,request-173-0-1
organ failure,death,request-173-0-2
cold,frostbite,request-173-1-0
frostbite,infection,request-173-1-1
infection,sepsis,request-173-1-2
sepsis,death,request-173-1-3
cold,respiratory infection,request-173-2-0
respiratory infection,pneumonia,request-173-2-1
pneumonia,death,request-173-2-2
cold,cardiovascular strain,request-173-3-0
cardiovascular strain,heart attack,request-173-3-1
heart attack,death,request-173-3-2
cold,immune system suppression,request-173-4-0
immune system suppression,severe illness,request-173-4-1
severe illness,death,request-173-4-2
cold,shivering,request-173-5-0
shivering,exhaustion,request-173-5-1
exhaustion,death,request-173-5-2
cold,accidents due to slippery conditions,request-173-6-0
accidents due to slippery conditions,fatal injuries,request-173-6-1
fatal injuries,death,request-173-6-2
the wholesale price of gas,increased transportation costs,request-174-0-0
increased transportation costs,higher prices for goods,request-174-0-1
higher prices for goods,increased consumer prices,request-174-0-2
increased consumer prices,crisis in the cost of living,request-174-0-3
the wholesale price of gas,increased heating costs,request-174-1-0
increased heating costs,higher household expenses,request-174-1-1
higher household expenses,financial strain on families,request-174-1-2
financial strain on families,crisis in the cost of living,request-174-1-3
the wholesale price of gas,increased production costs for manufacturers,request-174-2-0
increased production costs for manufacturers,higher prices for manufactured goods,request-174-2-1
higher prices for manufactured goods,increased cost of living,request-174-2-2
the wholesale price of gas,inflationary pressures,request-174-3-0
inflationary pressures,reduced purchasing power,request-174-3-1
reduced purchasing power,crisis in the cost of living,request-174-3-2
the wholesale price of gas,increased energy costs,request-174-4-0
increased energy costs,higher utility bills,request-174-4-1
higher utility bills,financial stress on households,request-174-4-2
financial stress on households,crisis in the cost of living,request-174-4-3
the wholesale price of gas,disruption in supply chains,request-174-5-0
disruption in supply chains,scarcity of goods,request-174-5-1
scarcity of goods,price hikes,request-174-5-2
price hikes,crisis in the cost of living,request-174-5-3
the wholesale price of gas,increased cost of transportation,request-174-6-0
increased cost of transportation,higher delivery costs for retailers,request-174-6-1
higher delivery costs for retailers,increased retail prices,request-174-6-2
increased retail prices,crisis in the cost of living,request-174-6-3
the wholesale price of gas,higher fuel costs for businesses,request-174-7-0
higher fuel costs for businesses,increased operational costs,request-174-7-1
increased operational costs,price increases for services and products,request-174-7-2
price increases for services and products,crisis in the cost of living,request-174-7-3
human activity,energy consumption,request-175-0-0
energy consumption,fossil fuel burning,request-175-0-1
fossil fuel burning,carbon dioxide emissions,request-175-0-2
carbon dioxide emissions,50 billion tons of co2 per year,request-175-0-3
human activity,transportation growth,request-175-1-0
transportation growth,vehicle emissions,request-175-1-1
vehicle emissions,carbon dioxide emissions,request-175-1-2
carbon dioxide emissions,50 billion tons of co2 per year,request-175-1-3
human activity,industrial manufacturing,request-175-2-0
industrial manufacturing,chemical processes,request-175-2-1
chemical processes,carbon dioxide emissions,request-175-2-2
carbon dioxide emissions,50 billion tons of co2 per year,request-175-2-3
human activity,electricity generation,request-175-3-0
electricity generation,coal combustion,request-175-3-1
coal combustion,carbon dioxide emissions,request-175-3-2
carbon dioxide emissions,50 billion tons of co2 per year,request-175-3-3
human activity,deforestation,request-175-4-0
deforestation,reduced carbon sequestration,request-175-4-1
reduced carbon sequestration,increased atmospheric co2,request-175-4-2
increased atmospheric co2,50 billion tons of co2 per year,request-175-4-3
human activity,agricultural practices,request-175-5-0
agricultural practices,land use change,request-175-5-1
land use change,carbon dioxide emissions,request-175-5-2
carbon dioxide emissions,50 billion tons of co2 per year,request-175-5-3
fires,destruction of trees,request-176-0-0
destruction of trees,deforestation,request-176-0-1
fires,tree mortality,request-176-1-0
tree mortality,loss of forest cover,request-176-1-1
loss of forest cover,deforestation,request-176-1-2
fires,soil degradation,request-176-2-0
soil degradation,reduced vegetation growth,request-176-2-1
reduced vegetation growth,deforestation,request-176-2-2
fires,habitat destruction,request-176-3-0
habitat destruction,ecosystem imbalance,request-176-3-1
ecosystem imbalance,deforestation,request-176-3-2
increased foliage,enhanced photosynthesis,request-177-0-0
enhanced photosynthesis,increased oxygen levels,request-177-0-1
increased oxygen levels,improved air quality,request-177-0-2
improved air quality,greening of the planet,request-177-0-3
increased foliage,increased carbon sequestration,request-177-1-0
increased carbon sequestration,reduction of atmospheric co₂,request-177-1-1
reduction of atmospheric co₂,climate regulation,request-177-1-2
climate regulation,greening of the planet,request-177-1-3
increased foliage,habitat creation,request-177-2-0
habitat creation,biodiversity enhancement,request-177-2-1
biodiversity enhancement,ecosystem stability,request-177-2-2
ecosystem stability,greening of the planet,request-177-2-3
increased foliage,soil stabilization,request-177-3-0
soil stabilization,prevention of erosion,request-177-3-1
prevention of erosion,improved land fertility,request-177-3-2
improved land fertility,greening of the planet,request-177-3-3
tree planting,seedling establishment,request-178-0-0
seedling establishment,forest growth,request-178-0-1
forest growth,reforestation,request-178-0-2
tree planting,soil stabilization,request-178-1-0
soil stabilization,ecosystem recovery,request-178-1-1
ecosystem recovery,reforestation,request-178-1-2
tree planting,biodiversity enhancement,request-178-2-0
biodiversity enhancement,habitat creation,request-178-2-1
habitat creation,reforestation,request-178-2-2
tree planting,erosion control,request-178-3-0
erosion control,water cycle restoration,request-178-3-1
water cycle restoration,reforestation,request-178-3-2
tree planting,seedling establishment,request-179-0-0
seedling establishment,forest growth,request-179-0-1
forest growth,reforestation,request-179-0-2
tree planting,soil stabilization,request-179-1-0
soil stabilization,erosion control,request-179-1-1
erosion control,reforestation,request-179-1-2
tree planting,carbon sequestration,request-179-2-0
carbon sequestration,climate regulation,request-179-2-1
