cause,effect,custom_id
loss of biodiversity,disruption of nutrient cycles,request-128-2-6
disruption of nutrient cycles,depletion of ground carbon,request-128-2-7
fossil fuels,carbon emissions,request-128-3-0
carbon emissions,ocean acidification,request-128-3-1
ocean acidification,damage to marine ecosystems,request-128-3-2
damage to marine ecosystems,reduced carbon sequestration,request-128-3-3
reduced carbon sequestration,increased atmospheric co2,request-128-3-4
increased atmospheric co2,climate change,request-128-3-5
climate change,soil degradation,request-128-3-6
soil degradation,depletion of ground carbon,request-128-3-7
fossil fuels,industrialization,request-128-4-0
industrialization,urbanization,request-128-4-1
urbanization,landuse changes,request-128-4-2
landuse changes,deforestation,request-128-4-3
deforestation,reduced carbon sinks,request-128-4-4
reduced carbon sinks,increased greenhouse gas emissions,request-128-4-5
increased greenhouse gas emissions,climate change,request-128-4-6
climate change,depletion of ground carbon,request-128-4-7
fossil fuels,energy production,request-128-5-0
energy production,technological advancements,request-128-5-1
technological advancements,increased energy demand,request-128-5-2
increased energy demand,expanded fossil fuel extraction,request-128-5-3
expanded fossil fuel extraction,environmental degradation,request-128-5-4
environmental degradation,soil erosion,request-128-5-5
soil erosion,nutrient depletion,request-128-5-6
nutrient depletion,depletion of ground carbon,request-128-5-7
fossil fuels,transportation sector growth,request-128-6-0
transportation sector growth,increased vehicle emissions,request-128-6-1
increased vehicle emissions,air quality deterioration,request-128-6-2
air quality deterioration,public health concerns,request-128-6-3
public health concerns,policy interventions,request-128-6-4
policy interventions,shift to cleaner energy,request-128-6-5
shift to cleaner energy,reduced fossil fuel use,request-128-6-6
reduced fossil fuel use,gradual depletion of ground carbon,request-128-6-7
fossil fuels,economic growth,request-128-7-0
economic growth,increased consumption,request-128-7-1
increased consumption,resource depletion,request-128-7-2
resource depletion,supply chain disruptions,request-128-7-3
supply chain disruptions,economic instability,request-128-7-4
economic instability,reduced investment in sustainability,request-128-7-5
reduced investment in sustainability,continued fossil fuel reliance,request-128-7-6
continued fossil fuel reliance,depletion of ground carbon,request-128-7-7
fossil fuels,government subsidies,request-128-8-0
government subsidies,artificially low fossil fuel prices,request-128-8-1
artificially low fossil fuel prices,reduced incentive for alternatives,request-128-8-2
reduced incentive for alternatives,prolonged fossil fuel dominance,request-128-8-3
prolonged fossil fuel dominance,increased extraction and consumption,request-128-8-4
increased extraction and consumption,environmental impacts,request-128-8-5
environmental impacts,depletion of ground carbon,request-128-8-6
fossil fuels,technological lockin,request-128-9-0
technological lockin,infrastructure dependence,request-128-9-1
infrastructure dependence,high switching costs,request-128-9-2
high switching costs,delayed transition to renewables,request-128-9-3
delayed transition to renewables,continued greenhouse gas emissions,request-128-9-4
continued greenhouse gas emissions,climate change impacts,request-128-9-5
climate change impacts,depletion of ground carbon,request-128-9-6
fossil fuels,population growth,request-128-10-0
population growth,increased energy demand,request-128-10-1
increased energy demand,expanded fossil fuel use,request-128-10-2
expanded fossil fuel use,accelerated climate change,request-128-10-3
accelerated climate change,more frequent natural disasters,request-128-10-4
more frequent natural disasters,soil degradation,request-128-10-5
soil degradation,depletion of ground carbon,request-128-10-6
fossil fuels,industrial agriculture,request-128-11-0
industrial agriculture,synthetic fertilizers,request-128-11-1
synthetic fertilizers,soil degradation,request-128-11-2
soil degradation,reduced fertility,request-128-11-3
reduced fertility,increased land use,request-128-11-4
increased land use,deforestation,request-128-11-5
deforestation,loss of carbon sinks,request-128-11-6
loss of carbon sinks,depletion of ground carbon,request-128-11-7
fossil fuels,plastic production,request-128-12-0
plastic production,microplastic pollution,request-128-12-1
microplastic pollution,soil contamination,request-128-12-2
soil contamination,reduced microbial activity,request-128-12-3
reduced microbial activity,impaired nutrient cycling,request-128-12-4
impaired nutrient cycling,decreased soil carbon,request-128-12-5
decreased soil carbon,depletion of ground carbon,request-128-12-6
fossil fuels,mining activities,request-128-13-0
mining activities,soil disturbance,request-128-13-1
soil disturbance,erosion,request-128-13-2
erosion,sedimentation,request-128-13-3
sedimentation,water pollution,request-128-13-4
water pollution,aquatic ecosystem disruption,request-128-13-5
aquatic ecosystem disruption,reduced carbon sequestration,request-128-13-6
reduced carbon sequestration,depletion of ground carbon,request-128-13-7
fossil fuels,drilling and fracking,request-128-14-0
drilling and fracking,groundwater contamination,request-128-14-1
groundwater contamination,reduced water quality,request-128-14-2
reduced water quality,impacts on human health,request-128-14-3
impacts on human health,increased healthcare costs,request-128-14-4
increased healthcare costs,economic pressures,request-128-14-5
economic pressures,prioritization of shortterm gains,request-128-14-6
prioritization of shortterm gains,depletion of ground carbon,request-128-14-7
fossil fuels,international trade,request-128-15-0
international trade,global supply chains,request-128-15-1
global supply chains,increased energy consumption,request-128-15-2
increased energy consumption,higher emissions,request-128-15-3
higher emissions,global climate change,request-128-15-4
global climate change,regional weather pattern changes,request-128-15-5
regional weather pattern changes,droughts and floods,request-128-15-6
droughts and floods,soil degradation,request-128-15-7
soil degradation,depletion of ground carbon,request-128-15-8
fossil fuels,military conflicts over resources,request-128-16-0
military conflicts over resources,destruction of infrastructure,request-128-16-1
destruction of infrastructure,environmental damage,request-128-16-2
environmental damage,loss of ecosystem services,request-128-16-3
loss of ecosystem services,reduced carbon sequestration,request-128-16-4
reduced carbon sequestration,increased greenhouse gas emissions,request-128-16-5
increased greenhouse gas emissions,climate change,request-128-16-6
climate change,depletion of ground carbon,request-128-16-7
fossil fuels,subsidies and incentives,request-128-17-0
subsidies and incentives,overproduction,request-128-17-1
overproduction,market saturation,request-128-17-2
market saturation,price drops,request-128-17-3
price drops,increased consumption,request-128-17-4
increased consumption,higher emissions,request-128-17-5
higher emissions,climate change,request-128-17-6
climate change,depletion of ground carbon,request-128-17-7
fossil fuels,lack of regulation,request-128-18-0
lack of regulation,environmental neglect,request-128-18-1
environmental neglect,unchecked extraction,request-128-18-2
unchecked extraction,habitat destruction,request-128-18-3
habitat destruction,biodiversity loss,request-128-18-4
biodiversity loss,ecosystem disruption,request-128-18-5
ecosystem disruption,reduced carbon storage,request-128-18-6
reduced carbon storage,depletion of ground carbon,request-128-18-7
fossil fuels,public awareness and education,request-128-19-0
public awareness and education,growing environmental concerns,request-128-19-1
growing environmental concerns,policy changes,request-128-19-2
policy changes,transition to renewable energy,request-128-19-3
transition to renewable energy,reduced fossil fuel use,request-128-19-4
