cause,effect,custom_id
loss of nutrients,stunted tree growth,request-176-2-4
stunted tree growth,deforestation,request-176-2-5
increased foliage,increased photosynthesis,request-177-0-0
increased photosynthesis,increased oxygen production,request-177-0-1
increased oxygen production,increased oxygen concentration in atmosphere,request-177-0-2
increased oxygen concentration in atmosphere,greening of the planet,request-177-0-3
increased foliage,increased reflection of sunlight,request-177-1-0
increased reflection of sunlight,decreased absorption of sunlight by land,request-177-1-1
decreased absorption of sunlight by land,decreased temperature of land,request-177-1-2
decreased temperature of land,greening of the planet,request-177-1-3
increased foliage,increased evapotranspiration,request-177-2-0
increased evapotranspiration,increased cloud cover,request-177-2-1
increased cloud cover,increased reflection of sunlight by clouds,request-177-2-2
increased reflection of sunlight by clouds,decreased absorption of sunlight by land,request-177-2-3
decreased absorption of sunlight by land,decreased temperature of land,request-177-2-4
decreased temperature of land,greening of the planet,request-177-2-5
increased foliage,increased carbon sequestration,request-177-3-0
increased carbon sequestration,decreased atmospheric carbon dioxide,request-177-3-1
decreased atmospheric carbon dioxide,decreased global warming,request-177-3-2
decreased global warming,greening of the planet,request-177-3-3
increased foliage,increased habitat for wildlife,request-177-4-0
increased habitat for wildlife,increased biodiversity,request-177-4-1
increased biodiversity,increased ecosystem services,request-177-4-2
increased ecosystem services,greening of the planet,request-177-4-3
tree planting,sprouting of seeds,request-178-0-0
sprouting of seeds,growth of saplings,request-178-0-1
growth of saplings,maturation of trees,request-178-0-2
maturation of trees,reforestation,request-178-0-3
tree planting,germination of seeds,request-178-1-0
germination of seeds,emergence of seedlings,request-178-1-1
emergence of seedlings,development of trees,request-178-1-2
development of trees,reforestation,request-178-1-3
tree planting,root growth,request-178-2-0
root growth,trunk and branch development,request-178-2-1
trunk and branch development,leaf production,request-178-2-2
leaf production,reforestation,request-178-2-3
tree planting,initial growth,request-178-3-0
initial growth,establishment of tree stand,request-178-3-1
establishment of tree stand,expansion of forest area,request-178-3-2
expansion of forest area,reforestation,request-178-3-3
tree planting,sprouting of seeds,request-179-0-0
sprouting of seeds,growth of saplings,request-179-0-1
growth of saplings,maturation of trees,request-179-0-2
maturation of trees,reforestation,request-179-0-3
tree planting,germination of seeds,request-179-1-0
germination of seeds,emergence of seedlings,request-179-1-1
emergence of seedlings,development of trees,request-179-1-2
development of trees,reforestation,request-179-1-3
tree planting,root growth,request-179-2-0
root growth,trunk and branch development,request-179-2-1
trunk and branch development,leaf production,request-179-2-2
leaf production,reforestation,request-179-2-3
tree planting,initial growth,request-179-3-0
initial growth,establishment of tree stand,request-179-3-1
establishment of tree stand,expansion of forest area,request-179-3-2
expansion of forest area,reforestation,request-179-3-3
deforestation,soil erosion,request-180-0-0
soil erosion,loss of topsoil,request-180-0-1
loss of topsoil,exposure of subsoil,request-180-0-2
exposure of subsoil,reduced nutrient content in subsoil,request-180-0-3
reduced nutrient content in subsoil,nutrient loss in the soils,request-180-0-4
deforestation,reduced leaf litter,request-180-1-0
reduced leaf litter,decreased organic matter input,request-180-1-1
decreased organic matter input,decline in soil organic matter,request-180-1-2
decline in soil organic matter,reduced nutrient cycling,request-180-1-3
reduced nutrient cycling,nutrient loss in the soils,request-180-1-4
deforestation,reduced tree cover,request-180-2-0
reduced tree cover,increased sunlight penetration,request-180-2-1
increased sunlight penetration,increased soil temperature,request-180-2-2
increased soil temperature,accelerated mineral weathering,request-180-2-3
accelerated mineral weathering,leaching of nutrients from the soil,request-180-2-4
leaching of nutrients from the soil,nutrient loss in the soils,request-180-2-5
deforestation,removal of tree roots,request-180-3-0
removal of tree roots,reduced soil aggregation,request-180-3-1
reduced soil aggregation,decreased soil structure stability,request-180-3-2
decreased soil structure stability,soil compaction,request-180-3-3
soil compaction,reduced water and nutrient retention,request-180-3-4
reduced water and nutrient retention,nutrient loss in the soils,request-180-3-5
nutrient loss in the soils depletes soil fertility,decreased soil fertility reduces plant growth and yield,request-181-0-0
decreased soil fertility reduces plant growth and yield,"farmers, seeking to maintain production, switch to monoculture",request-181-0-1
"farmers, seeking to maintain production, switch to monoculture",monoculture increases the risk of pests and diseases,request-181-0-2
monoculture increases the risk of pests and diseases,"to control pests and diseases, farmers use more chemicals",request-181-0-3
"to control pests and diseases, farmers use more chemicals","chemical use further depletes soil nutrients, creating a vicious cycle",request-181-0-4
"chemical use further depletes soil nutrients, creating a vicious cycle",the final effect is a persistent state of monoculture,request-181-0-5
nutrient loss in the soils reduces soil structure,poor soil structure,request-181-1-0
poor soil structure,decreased water retention makes the soil more susceptible to erosion,request-181-1-1
decreased water retention makes the soil more susceptible to erosion,erosion further depletes soil nutrients and reduces fertility,request-181-1-2
erosion further depletes soil nutrients and reduces fertility,"to mitigate the effects of erosion, farmers practice conservation tillage",request-181-1-3
"to mitigate the effects of erosion, farmers practice conservation tillage",conservation tillage often involves planting the same crop year after year,request-181-1-4
conservation tillage often involves planting the same crop year after year,the final effect is the adoption of monoculture to combat erosion,request-181-1-5
nutrient loss in the soils impairs soil biodiversity,reduced biodiversity,request-181-2-0
reduced biodiversity,the absence of these organisms makes it harder for plants to access nutrients,request-181-2-1
the absence of these organisms makes it harder for plants to access nutrients,"to ensure adequate plant nutrition, farmers use synthetic fertilizers",request-181-2-2
"to ensure adequate plant nutrition, farmers use synthetic fertilizers",synthetic fertilizers are typically applied to a single crop species,request-181-2-3
synthetic fertilizers are typically applied to a single crop species,the final effect is the use of monoculture to supplement soil nutrients,request-181-2-4
business,economic growth,request-3-0-0
economic growth,infrastructure development,request-3-0-1
infrastructure development,habitat destruction,request-3-0-2
habitat destruction,loss of biodiversity,request-3-0-3
business,economic growth,request-3-1-0
economic growth,agriculture intensification,request-3-1-1
agriculture intensification,habitat destruction,request-3-1-2
habitat destruction,loss of biodiversity,request-3-1-3
business,economic growth,request-3-2-0
economic growth,overfishing,request-3-2-1
overfishing,depletion of fish stocks,request-3-2-2
depletion of fish stocks,loss of biodiversity,request-3-2-3
business,economic growth,request-3-3-0
economic growth,climate change,request-3-3-1
climate change,habitat destruction,request-3-3-2
habitat destruction,loss of biodiversity,request-3-3-3
business,economic growth,request-3-4-0
economic growth,pollution,request-3-4-1
